Key	Ýngilizce	Türkçe
$REPAIR WITH	REPAIR WITH	 ÝLE ONARIM
$RepairConfirm	Repair part using:	 Aþaðýdakileri kullanarak parçayý onarýn:
$REPLACE	REPLACE	 YER DEÐÝÞTÝRMEK
$Report	Report	 Rapor
$Reported	Reported	 Bildirildi
$Reporting...	Reporting...	 Raporlanýyor...
$ReportModCat_Explicit	Explicit Content	 Açýk Ýçerik
$ReportModCat_General	Other	 Diðer
$ReportModCat_Harassment	Harassment	 Taciz
$ReportModCat_Impersonation	Impersonation of User	Kullanýcýnýn Kimliðine Bürünme
$ReportModCat_PrivateInfo	Use of Private Information	 Özel Bilgilerin Kullanýmý
$ReportModCat_Profanity	Profanity	 Küfür
$ReportModCat_Racial	Racial Discrimination	 Irkçýlýk
$ReportModCat_Religious	Religious Discrimination	 Dini Ayrýmcýlýk
$ReportModCat_Slander	Slander	 Ýftira
$ReportModCat_Spam	Spam	 Ýstenmeyen e-posta
$ReportMod_ChooseCategory	What Terms of Service violation is this mod being reported for?	 Bu mod hangi Hizmet Þartlarý ihlali nedeniyle rapor ediliyor?
$ReportMod_Confirm	Report mod for explicit content, general abuse or violations of Code of Conduct/Terms of Service?	 Açýk içerik, genel suiistimal veya Davranýþ Kurallarý/Hizmet Þartlarý ihlallerini rapor etmek ister misiniz?
$Req:	Req: Rank 	 Talep: Sýralama
$REQUIRED ATTRIBUTES:	REQUIRED ATTRIBUTES:	 GEREKLÝ ÖZELLÝKLER:
$REQUIRED SKILLS:	REQUIRED SKILLS:	 ÝSTENEN YETENEKLER:
$REQUIRED:	REQUIRED:	 GEREKLÝ:
$RequiredMaterials	Required Materials	 Gerekli malzemeler
$RequiredResearch	Required Research	 Gerekli Araþtýrma
$RequiredSkills	Required Skills	 Ýstenen yetenekler
$REQUIREMENTS	REQUIREMENTS	 GEREKSÝNÝMLER
$REQUIREMENTS:	REQUIREMENTS:	 GEREKSÝNÝMLER:
$REQUIRES	REQUIRES	 GEREKLÝLÝKLER
$REQUIRES:	REQUIRES:	 GEREKLÝLÝKLER:
$Requires_Scanning	Requires Scanning	 Tarama Gerektirir
$Research_AllMaterialsWillBeConsumed	All materials supplied for research will be consumed.	 Araþtýrma için saðlanan tüm materyaller tüketilecektir.
$Research_AllResearchComplete	All Research Complete	 Tüm Araþtýrmalar Tamamlandý
$RESEARCH_FILTER_CAN_COMPLETE	FILTER (HAVE ALL MATERIALS)	 FÝLTRE (TÜM MALZEMELER VARDIR)
$RESEARCH_FILTER_CAN_CONTRIBUTE	FILTER (HAVE AVAILABLE MATERIALS)	 FÝLTRE (MALZEMELER MEVCUTTUR)
$RESEARCH_FILTER_CAN_PROGRESS	FILTER (UNLOCKED PROJECTS)	 FÝLTRE (KÝLÝDÝ AÇILMIÞ PROJELER)
$RESEARCH_FILTER_COMPLETED_ONLY	FILTER (COMPLETED ONLY)	 FÝLTRE (SADECE TAMAMLANDI)
$RESEARCH_FILTER_HIDE_COMPLETED	FILTER (HIDING COMPLETED)	 FÝLTRE (GÝZLEME TAMAMLANDI)
$RESEARCH_FILTER_NONE	FILTER (NONE)	 FÝLTRE (YOK)
$Research_InProgress	Projects In Progress	 Devam Eden Projeler
$Research_Materials	Research Materials	 Araþtýrma Materyalleri
$Research_NewProjectUnlocked	New research projects unlocked!	 Yeni araþtýrma projelerinin kilidi açýldý!
$Research_NoneInProgress	No Research In Progress	 Devam Eden Araþtýrma Yok
$Research_OverflowDetails	Research progress overflow will be distributed through other aspects of the project.	Araþtýrma ilerlemesi akýþý projenin diðer yönlerine daðýtýlacaktýr.
$Research_ProjectComplete	PROJECT COMPLETE	 PROJE TAMAMLANDI
$Research_ProjectCompleted	Research project {0} has been completed.	 {0} araþtýrma projesi tamamlandý.
$Research_Projects	Research Projects	 Araþtýrma projeleri
$RESEARCH_SORT_DEFAULT	SORT (DEFAULT)	 SIRALAMA (VARSAYILAN)
$RESEARCH_SORT_INPUT_AMOUNT	SORT (INPUT AMOUNT)	 SIRALAMA (GÝRÝÞ MÝKTARI)
$RESEARCH_SORT_NAME	SORT (NAME)	 SIRALAMA (ÝSÝM)
$RESEARCH_SORT_STATE	SORT (PROGRESS)	 SIRALAMA (ÝLERLEME)
$Research_Tree	Research Tree	 Araþtýrma Aðacý
$Reset	Reset	 Sýfýrla
$RESET	RESET	 SIFIRLA
$RESET CAMERA	RESET CAMERA	 KAMERAYI SIFIRLA
$RESET CATEGORY	RESET CATEGORY	 KATEGORÝSÝ SIFIRLA
$Reset settings to default values?	Reset settings to default values?	 Ayarlar varsayýlan deðerlere sýfýrlansýn mý?
$RESETTRADE	RESET TRADE	 TÝCARETÝ SIFIRLAYIN
$Resistance	Resistance	 Rezistans
$RESOURCES	RESOURCES	 KAYNAKLAR
$RESPOND	RESPOND	 YANITLAMAK
$ResultsFor	Results For	 Sonuçlar
$RESUME	RESUME	 SÜRDÜRMEK
$RETURN	RETURN	 GERÝ DÖNMEK
$RETURN TO BUILDER	RETURN TO BUILDER	 ÝNÞAATÇIYA DÖNÜÞ
$RETURN TO CONTROLS	RETURN TO CONTROLS	 KONTROLLERE GERÝ DÖN
$Return to Seat	Return to Seat	 Koltuða Dönüþ
$RETURNTOGAME	RETURN TO GAME	 OYUNA DÖN
$REV	REV	 GERÝ
$REVERT	REVERT	 GERÝ DÖN
$Reward	REWARD	 ÖDÜL
$REWARD TITLE	REWARD	 ÖDÜL
$Rewards	Rewards	 Ödüller
$REWARDS	REWARDS	 ÖDÜLLER
$rng	Range	 Menzil
$ROF	Fire Rate	 Ateþ Hýzý
$ROF_LRG	ROF	 ÇATI
$ROTATE	ROTATE	 DÖNDÜR
$ROTATE_DIGIPICK	ROTATE	 DÖNDÜR
$ROUND	ROUND	 YUVARLAK
$ROUNDS	ROUNDS	 YUVARLAKLAR
$ROUNDS_LRG	ROUNDS	 YUVARLAKLAR
$Run	Run	 Koþmak
$RyujinIndustries	Ryujin Industries	 Ryujin Endüstrileri
$SAFETY	DEFENSE	 SAVUNMA
$Sanctuary	Sanctuary	 Barýnak
$SANCTUARY	WORKSHOPS	 ATÖLYELER
$Satellite	SATELLITE	 UYDU
$SATURATION	SATURATION	 DOYMA
$Saturation	Saturation	 Doyma
$SAVE	SAVE	 KAYDETMEK
$SAVE AND EXIT	SAVE AND EXIT	 KAYDET VE ÇIK
$SAVE CORRUPT	SAVE CORRUPT	 BOZUKLARI KAYDET
$Save in Pipboy	Save in Pip-Boy	 Pip-Boy'da kaydet
$SAVE OBSOLETE	SAVE OBSOLETE	 ESKÝ KAYDET
$Save on Pause	Save on Pause	 Duraklatýldýðýnda Kaydet
$Save on Pause Desc	Enables an autosave when pausing the game after the specified time.	 Belirtilen süreden sonra oyunu duraklattýðýnýzda otomatik kaydetmeyi etkinleþtirir.
$Save on Rest	Save on Rest	Dinlenmede Kaydet
$Save on Rest Desc	Enables autosaving on sleeping.	 Uyurken otomatik kaydetmeyi etkinleþtirir.
$Save on Travel	Save on Travel	 Seyahatte Tasarruf Edin
$Save on Travel Desc	Enables autosaving on fast travel.	 Hýzlý seyahatte otomatik kaydetmeyi etkinleþtirir.
$Save on Wait	Save on Wait	 Beklemede Kaydet
$Save on Wait Desc	Enables autosaving on waiting.	 Beklemede otomatik kaydetmeyi etkinleþtirir.
$Save over this game?	Save over this game?	 Bu oyun kaydedilsin mi?
$SaveGameDeviceError	There was an error accessing the device.  Please try again.	 Cihaza eriþimde bir hata oluþtu. Lütfen tekrar deneyin.
$SaveGameError_MissingFile	The savegame cannot be loaded because it is missing.	 Kayýtlý oyun eksik olduðundan yüklenemiyor.
$SaveGameError_MissingFileHeader	Missing File	 Eksik Dosya
$SaveGameFailed	Failed to create save game.	 Kayýtlý oyun oluþturulamadý.
$SaveGameFailedOutOfDiskSpace	Failed to create save game.  You are low on space to save your progress. Please delete some of your existing saved content.	 Kayýtlý oyun oluþturulamadý. Ýlerlemenizi kaydetmek için alanýnýz azaldý. Lütfen mevcut kayýtlý içeriðinizin bir kýsmýný silin.
$SaveGameOutOfDiskSpace	Caution!  You are low on space to save your progress. Please delete some of your existing saved content.	 Dikkat! Ýlerlemenizi kaydetmek için alanýnýz azaldý. Lütfen mevcut kayýtlý içeriðinizin bir kýsmýný silin.
$SaveUploaded	Save Uploaded	 Yükleneni Kaydet
$SaveUploadNotAllowed 	Save Upload Not Allowed	 Kaydet Yüklemeye Ýzin Verilmiyor
$Saving...	Saving...	 Kaydediliyor...
$SB_ALL_SYSTEMS_NOMINAL	All Systems Nominal	 Tüm Sistemler Nominal
$SB_ERRORBODY_COST	Ship cost exceeds available credits.	 Gemi maliyeti mevcut kredileri aþýyor.
$SB_ERRORBODY_COUNT	Ship has too many modules.	 Geminin çok fazla modülü var.
$SB_ERRORBODY_DOCKER_CANNOT_REACH_COCKPIT	Docker modules need to have an interior connection to the cockpit.	 Docker modüllerinin kokpite dahili bir baðlantýsý olmasý gerekir.
$SB_ERRORBODY_DOCKER_INVALID_POSITION	Docker modules need to be on an outside edge of the ship.	 Docker modüllerinin geminin dýþ kenarýnda olmasý gerekir.
$SB_ERRORBODY_DUPLICATION_EXCEEDED	Too many modules selected for duplication. Deselect modules before trying again.	 Çoðaltýlmak üzere çok fazla modül seçildi. Tekrar denemeden önce modüllerin seçimini kaldýrýn.
$SB_ERRORBODY_LANDINGBAY_CANNOT_REACH_COCKPIT	Landing bay needs to be connected to the cockpit.	Ýniþ alanýnýn kokpite baðlanmasý gerekiyor.
$SB_ERRORBODY_LANDINGENGINE_NOT_ALIGNED_WITH_LANDINGBAY	Landing gear touch down points must be aligned with landing bay.	 Ýniþ takýmýnýn konma noktalarý iniþ alanýyla ayný hizada olmalýdýr.
$SB_ERRORBODY_LIMIT_EXCEEDED	This action would exceed the module limit. Delete modules before adding more.	 Bu eylem modül sýnýrýný aþacaktýr. Daha fazlasýný eklemeden önce modülleri silin.
$SB_ERRORBODY_MODULE_BELOW_LANDINGBAY	All modules must be above the landing bay.	 Tüm modüller iniþ alanýnýn üzerinde olmalýdýr.
$SB_ERRORBODY_NOT_ATTACHED	Ship has unattached modules.	 Geminin baðýmsýz modülleri vardýr.
$SB_ERRORBODY_REACTOR_CLASS	Ship contains modules that exceed reactor class.	 Gemi, reaktör sýnýfýný aþan modüller içeriyor.
$SB_ERRORBODY_SHIP_TOO_HEAVY_TO_GRAVJUMP	Ship is too heavy to grav jump. Reduce mass or increase grav jump thrust.	 Gemi yerçekimiyle atlamak için çok aðýr. Kütleyi azaltýn veya yerçekimi sýçrama itme kuvvetini artýrýn.
$SB_ERRORBODY_SIZE	Ship exceeds max length, width, or height.	 Gemi maksimum uzunluðu, geniþliði veya yüksekliði aþýyor.
$SB_ERRORHEADER_COST	Ship Cost	 Gemi Maliyeti
$SB_ERRORHEADER_COUNT	Ship Module Count	 Gemi Modülü Sayýsý
$SB_ERRORHEADER_DOCKER_CANNOT_REACH_COCKPIT	Cannot reach cockpit from docker	 Liman iþçisinden kokpite ulaþýlamýyor
$SB_ERRORHEADER_DOCKER_INVALID_POSITION	Invalid Docker Module Position	 Geçersiz Docker Modülü Konumu
$SB_ERRORHEADER_LANDINGBAY_CANNOT_REACH_COCKPIT	Cannot reach Cockpit from landing bay	 Ýniþ alanýndan Kokpit'e ulaþýlamýyor
$SB_ERRORHEADER_LANDINGENGINE_NOT_ALIGNED_WITH_LANDINGBAY	Landing gear misaligned	 Ýniþ takýmý yanlýþ hizalanmýþ
$SB_ERRORHEADER_MODULE_BELOW_LANDINGBAY	Module below Landing Bay	 Ýniþ Körfezinin altýndaki modül
$SB_ERRORHEADER_NOT_ATTACHED	Unattached Modules	 Eksiz Modüller
$SB_ERRORHEADER_REACTOR_CLASS	Ship Reactor Class	 Gemi Reaktör Sýnýfý
$SB_ERRORHEADER_SHIP_TOO_HEAVY_TO_GRAVJUMP	Need More Grav Jump Thrust	 Daha Fazla Yer Çekimi Atlama Ýtiþine Ýhtiyaç Var
$SB_ERRORHEADER_SIZE	Ship Size	 Gemi Boyutu
$SB_LIMITBODY_EXCESS_POWER_ENGINE	Ship is using too much power for engines. Reduce engine count.	 Gemi motorlar için çok fazla güç kullanýyor. Motor sayýsýný azaltýn.
$SB_LIMITBODY_EXCESS_POWER_WEAPON	Ship is using too much power for weapons. Reduce weapon count.	 Gemi silahlar için çok fazla güç kullanýyor. Silah sayýsýný azaltýn.
$SB_LIMITBODY_MAX_COCKPIT	Only one cockpit is allowed.	 Sadece bir kokpite izin veriliyor.
$SB_LIMITBODY_MAX_DOCKER	Only one docker is allowed.	 Yalnýzca bir liman iþçisine izin verilir.
$SB_LIMITBODY_MAX_GRAV_DRIVE	Only one grav drive is allowed.	Yalnýzca bir yerçekimi tahrikine izin verilir.
$SB_LIMITBODY_MAX_LANDING_BAY	Only one landing bay is allowed.	 Yalnýzca bir iniþ alanýna izin verilir.
$SB_LIMITBODY_MAX_REACTOR	Only one reactor is allowed.	 Yalnýzca bir reaktöre izin verilir.
$SB_LIMITBODY_MAX_SHIELD	Only one shield module is allowed..	 Yalnýzca bir kalkan modülüne izin verilir.
$SB_LIMITBODY_MAX_WEAPONS	Ship has too many weapons.	 Gemide çok fazla silah var.
$SB_LIMITBODY_MAX_WEAPONS_TYPES	Ship has more than three different weapons.	 Geminin üçten fazla farklý silahý var.
$SB_LIMITBODY_MIN_ENGINE	Ship has too few engines.	 Gemide çok az motor var.
$SB_LIMITBODY_MIN_FUEL_TANK	Ship does not have at least one fuel tank.	 Gemide en az bir yakýt tanký bulunmamaktadýr.
$SB_LIMITBODY_MIN_LANDING_GEAR	Ship has too few landing gears.	 Gemide çok az iniþ takýmý var.
$SB_LIMITBODY_MISSING_COCKPIT	Ship is missing a cockpit.	 Geminin kokpiti eksik.
$SB_LIMITBODY_MISSING_DOCKER	Ship is missing a docker.	 Gemide bir liman iþçisi eksik.
$SB_LIMITBODY_MISSING_GRAV_DRIVE	Ship is missing a grav drive.	 Gemide yerçekimi tahriki eksik.
$SB_LIMITBODY_MISSING_LANDING_BAY	Ship is missing a landing bay.	 Geminin iniþ yeri eksik.
$SB_LIMITBODY_MISSING_REACTOR	Ship is missing a reactor.	 Gemide bir reaktör eksik.
$SB_LIMITBODY_MISSING_SHIELD	Ship is missing a shield.	 Geminin kalkaný eksik.
$SB_LIMITBODY_NOT_ENOUGH_TURN_POWER	Reduce mass or add engines to improve mobility.	 Hareket kabiliyetini artýrmak için kütleyi azaltýn veya motor ekleyin.
$SB_LIMITHEADER_EXCESS_POWER_ENGINE	Excess Engine Power Usage	 Aþýrý Motor Gücü Kullanýmý
$SB_LIMITHEADER_EXCESS_POWER_WEAPON	Excess Weapon Power Usage	 Aþýrý Silah Gücü Kullanýmý
$SB_LIMITHEADER_MAX_COCKPIT	Multiple Cockpits	 Çoklu Kokpit
$SB_LIMITHEADER_MAX_DOCKER	Multiple Dockers	 Çoklu Docker'lar
$SB_LIMITHEADER_MAX_GRAV_DRIVE	Multiple Grav Drives	 Çoklu Yerçekimi Sürücüleri
$SB_LIMITHEADER_MAX_LANDING_BAY	Multiple Landing Bays	 Çoklu Ýniþ Bölmeleri
$SB_LIMITHEADER_MAX_REACTOR	Multiple Reactors	 Çoklu Reaktörler
$SB_LIMITHEADER_MAX_SHIELD	Multiple Shields	 Çoklu Kalkanlar
$SB_LIMITHEADER_MAX_WEAPONS	Maximum Weapon Count	 Maksimum Silah Sayýsý
$SB_LIMITHEADER_MIN_ENGINE	Minimum Engine Count	 Minimum Motor Sayýsý
$SB_LIMITHEADER_MIN_FUEL_TANK	Minimum Fuel Tank Count	 Minimum Yakýt Tanký Sayýsý
$SB_LIMITHEADER_MIN_LANDING_GEAR	Minimum Landing Gear Count	 Minimum Ýniþ Takýmý Sayýsý
$SB_LIMITHEADER_MISSING_COCKPIT	Missing Cockpit	 Eksik Kokpit
$SB_LIMITHEADER_MISSING_DOCKER	Missing Docker	 Eksik Docker
$SB_LIMITHEADER_MISSING_GRAV_DRIVE	Missing Grav Drive	 Yerçekimi Sürücüsü Eksik
$SB_LIMITHEADER_MISSING_LANDING_BAY	Missing Landing Bay	Eksik Ýniþ Körfezi
$SB_LIMITHEADER_MISSING_REACTOR	Missing Reactor	 Eksik Reaktör
$SB_LIMITHEADER_MISSING_SHIELD	Missing Shield	 Eksik Kalkan
$SB_LIMITHEADER_NOT_ENOUGH_TURN_POWER	Low Mobility	 Düþük Hareketlilik
$SB_WEAPONBODY_MISSING_ASSIGNMENT	Ship is missing a weapon assignment.	 Gemide silah atamasý eksik.
$SB_WEAPONBODY_WEAPONS_MUST_BE_DIFFERENT	Ship does not have at least three different weapon types.	 Gemide en az üç farklý silah türü bulunmamaktadýr.
$SB_WEAPONBODY_WEAPONS_UNASSIGNED	Ship has weapons that must be assigned to a group.	 Geminin bir gruba atanmasý gereken silahlarý var.
$SB_WEAPONHEADER_MISSING_ASSIGNMENT	Missing Weapon Assignment	 Eksik Silah Atamasý
$SB_WEAPONHEADER_WEAPONS_MUST_BE_DIFFERENT	Weapon Types	 Silah Türleri
$SB_WEAPONHEADER_WEAPONS_UNASSIGNED	Unassigned Weapon	 Atanmamýþ Silah
$SCALE	SCALE	 ÖLÇEK
$SCAN	SCAN	 TARAMA
$SCAN ARCHIVE	Scan Archive	 Arþivi Tara
$SCAN COMPLETE	100% SCANNED	 %100 TARANMIÞ
$SCAN COMPLETE CONTRABAND	SCAN COMPLETE	 TARAMA TAMAMLANDI
$SCAN DATA TYPE	Scan Data Type	 Veri Türünü Tara
$SCAN EVADED	SCAN EVADED	 TARAMADAN KAÇINILDI
$SCAN IN PROGRESS	SCAN IN PROGRESS	 TARAMA DEVAM EDÝYOR
$SCAN PASSED	SCAN PASSED	 TARAMA BAÞARILI
$SCAN UNAVAILABLE	Scan Unavailable	 Tarama Kullanýlamýyor
$ScanMapMarker_Unscanned	UNKNOWN	 BÝLÝNMEYEN
$SCANNED	SCANNED	 TARANDI
$scanned	scanned	 taranmýþ
$SCANNING LANDED MUST ORBIT	GO TO ORBIT TO SCAN	 TARAMA ÝÇÝN YÖRÜNGEYE GÝT
$SCANNING OUT OF RANGE	SHIP NOT IN RANGE TO SCAN	 GEMÝ TARAMA MENZÝLÝNDE DEÐÝL
$sCantSaveNow	You cannot save right now.	 Þu anda kaydedemezsiniz.
$SCAN_RANGE:	SCAN RANGE:	 TARAMA ARALIÐI:
$SCAR	SCAR	 YARA ÝZÝ
$SCARS	SCARS	 YARALAR
$SCIENCE	SCIENCE	 BÝLÝM
$Science	Science	 Bilim
$SCIENCE_SKILLS	SCIENCE	 BÝLÝM
$SCIENCE_SKILLS_ADVANCED	Advanced Science skills	 Ýleri Bilim becerileri
$SCIENCE_SKILLS_EXPERT	Expert Science skills	 Uzman Bilim becerileri
$SCIENCE_SKILLS_MASTER	Master Science skills	 Yüksek Lisans Bilim becerileri
$Scope	SCOPE	 KAPSAM
$Scope_Steady	Steady	 Sabit durmak
$SCRAP	SCRAP	 HURDA
$Scrap	Scrap	 Hurda
$SCRAP VALUE	SCRAP VALUE	 HURDA DEÐERÝ
$SCROLL	SCROLL	 TASLAK
$SCULPT	SCULPT	 ÞEKÝL VERMEK
$Search	Search	 Aramak
$Season Pass	Season Pass	 Sezon geçiþi
$SECOND	SECOND	 SANÝYE
$SecondaryAttack	Aim/Block	 Niþan al/Engelle
$Security	SECURITY	 GÜVENLÝK
$SECURITYLEVEL	SECURITY LEVEL	 GÜVENLÝK SEVÝYESÝ
$SecurityMenuConfirmEliminateUnusedKeys	Eliminate Unused Keys? This will cost a Digipick.	 Kullanýlmayan Anahtarlar Ortadan Kaldýrýlsýn mý? Bu bir Digipick'e mal olacak.
$SecurityMenuConfirmExit	Exit?  Re-entering will cost a Digipick.	Çýkýþ? Yeniden giriþ Digipick'e mal olacaktýr.
$Security_CancelPick	Cancel Pick	 Seçimi Ýptal Et
$Security_EliminateUnusedKeys	Eliminate Unused Keys	 Kullanýlmayan Anahtarlarý Ortadan Kaldýrýn
$Security_Left	Rotate Left	 Sola dön
$Security_Right	Rotate Right	 Saða Döndür
$SELECT	SELECT	 SEÇME
$Select	SELECT	 SEÇME
$SELECT A QUICKSLOT	SELECT A QUICKSLOT	 BÝR HIZLI SLOT SEÇÝN
$SELECT CHARACTER	SELECT CHARACTER	 KARAKTER SEÇÝN
$SELECT DESTINATION	SELECT DESTINATION	 VARIÞ YERÝNÝ SEÇÝN
$SELECT MODE	SELECT MODE	 MOD SEÇ
$SELECT PROFILE	SELECT PROFILE	 PROFÝL SEÇ
$SELECT SYSTEM	SELECT SYSTEM	 SÝSTEM SEÇÝN
$SELECT TARGET	Select Target	 Hedef seç
$SELECTALL	SELECT ALL	 HEPSÝNÝ SEÇ
$SELECTE PROFILE	SELECT PROFILE	 PROFÝL SEÇ
$SelectL	Select	 Seçme
$Selfie	Selfie	 Özçekim
$SELL	SELL	 SATMAK
$SELL ALL	SELL ALL	 HEPSÝNÝ SAT
$SELL FROM SHIP INVENTORY	SELL FROM SHIP INVENTORY	 GEMÝ ENVANTERÝNDEN SATIÞ
$SELL SHIP	SELL	 SATMAK
$SELL SHIPS	SELL SHIPS	 GEMÝ SAT
$SELLFROM	SELL FROM	 SATIÞ NOKTASI
$SET COURSE	Set Course	 Rotayý Ayarla
$SET COURSE HOLD	Hold to Set Course	 Rotayý Ayarlamak için Basýlý Tutun
$SET MISSION ACTIVE	SET MISSION ACTIVE	 GÖREVÝ ETKÝN AYARLA
$SetCourseToBody	Set course to {1}?	 Rota {1}'a ayarlansýn mý?
$SettingDifficultyGuideText	All Difficulty levels affect damage and the chance to encounter Legendary enemies.	 Tüm Zorluk seviyeleri hasarý ve Efsanevi düþmanlarla karþýlaþma þansýný etkiler.
$SETTINGS	SETTINGS	 AYARLAR
$Settings	Settings	 Ayarlar
$SETTINGS_CATEGORY_ACCESSIBILITY	ACCESSIBILITY	 ULAÞILABÝLÝRLÝK
$SETTINGS_CATEGORY_AUDIO	AUDIO	 SES
$SETTINGS_CATEGORY_CONTROLS	CONTROLS	 KONTROLLER
$SETTINGS_CATEGORY_CONTROL_MAPPINGS	BINDINGS	 BAÐLAMALAR
$SETTINGS_CATEGORY_DISPLAY	DISPLAY	 GÖRÜNTÜLEMEK
$SETTINGS_CATEGORY_GAMEPLAY	GAMEPLAY	 OYNANIÞ
$SETTINGS_CATEGORY_INTERFACE	INTERFACE	 ARAYÜZ
$Settings_ContactShadowQuality	Contact Shadows	 Ýletiþim Gölgeleri
$Settings_ContactShadowQuality Desc	Sets the quality of contact shadows.	 Temas gölgelerinin kalitesini ayarlar.
$Settings_CrowdQuality	Crowd Density	 Kalabalýk Yoðunluðu
$Settings_CrowdQuality Desc	Sets the density of crowds.	 Kalabalýðýn yoðunluðunu ayarlar.
$Settings_DisplayResolution	Window Size	 Pencere boyutu
$Settings_DisplayResolution Desc	Sets the game resolution in windowed mode.	 Pencereli modda oyun çözünürlüðünü ayarlar.
$Settings_DynamicResolution	Dynamic Resolution	 Dinamik Çözünürlük
$Settings_DynamicResolution Desc	When enabled, this allows the game resolution to be reduced dynamically in high intensity scenes in order to maintain framerate.	 Etkinleþtirildiðinde bu, kare hýzýný korumak için yüksek yoðunluklu sahnelerde oyun çözünürlüðünün dinamik olarak azaltýlmasýna olanak tanýr.
$Settings_FullScreenMode	Borderless Full Screen	Kenarlýksýz Tam Ekran
$Settings_FullScreenMode Desc	Sets the game to be in either full screen borderless mode or windowed mode.	 Oyunu tam ekran kenarlýksýz modda veya pencereli modda olacak þekilde ayarlar.
$Settings_GraphicPreset	Graphics Preset	 Grafik Ön Ayarý
$Settings_GraphicPreset Desc	Sets the overall graphics quality.	 Genel grafik kalitesini ayarlar.
$Settings_GrassQuality	Grass Quality	 Çim Kalitesi
$Settings_GrassQuality Desc	Sets the quality and lushness of grass.	 Çim kalitesini ve gürlüðünü ayarlar.
$Settings_GTAOQuality	GTAO Quality	 GTAO Kalitesi
$Settings_GTAOQuality Desc	Sets the quality of ambient occlusion.	 Ortam týkanmasýnýn kalitesini ayarlar.
$Settings_IndirectLighting	Indirect Lighting	 Dolaylý Aydýnlatma
$Settings_IndirectLighting Desc	Sets the quality of indirect lighting.	 Dolaylý aydýnlatmanýn kalitesini ayarlar.
$Settings_MotionBlur	Motion Blur	 Hareket bulanýklýðý
$Settings_MotionBlur Desc	Sets the quality of motion blur.	 Hareket bulanýklýðýnýn kalitesini ayarlar.
$Settings_ParticleQuality	Particle Quality	 Partikül Kalitesi
$Settings_ParticleQuality Desc	Sets the quality of particle lighting.	 Parçacýk aydýnlatmasýnýn kalitesini ayarlar.
$Settings_Quality_Custom	Custom	 Gelenek
$Settings_Quality_High	High	 Yüksek
$Settings_Quality_Low	Low	 Düþük
$Settings_Quality_Medium	Medium	 Orta
$Settings_Quality_Off	Off	 Kapalý
$Settings_Quality_Ultra	Ultra	 Ultra
$Settings_Reflections	Reflections	 Yansýmalar
$Settings_Reflections Desc	Sets the quality of reflections.	 Yansýmalarýn kalitesini ayarlar.
$Settings_ResolutionRatio	Render Resolution Scale	 Render Çözünürlüðü Ölçeði
$Settings_ResolutionRatio Desc	Controls what percentage of the display resolution to render the game at. Reduce to increase performance.	 Oyunun ekran çözünürlüðünün yüzde kaçýnda oluþturulacaðýný kontrol eder. Performansý artýrmak için azaltýn.
$Settings_ShadowQuality	Shadow Quality	 Gölge kalitesi
$Settings_ShadowQuality Desc	Sets the quality of shadows.	 Gölgelerin kalitesini ayarlar.
$Settings_Sharpening	Sharpening	 Bileme
$Settings_Sharpening Desc	Sets the sharpness applied by the upscaling method	 Yükseltme yöntemiyle uygulanan keskinliði ayarlar
$Settings_Upscaling	Upscaling	 Yükseltme
$Settings_UpscalingDesc	Sets the resolution upscaling method between AMD FidelityFX Super Resolution 2 (FSR2), AMD FidelityFX Contrast Adaptive Sharpening (CAS), or Off.  When Off, the game will always run at full resolution.	Çözünürlük yükseltme yöntemini AMD FidelityFX Süper Çözünürlük 2 (FSR2), AMD FidelityFX Kontrast Uyarlamalý Keskinleþtirme (CAS) veya Kapalý arasýnda ayarlar. Kapalýyken oyun her zaman tam çözünürlükte çalýþýr.
$Settings_VolumetricLighting	Volumetric Lighting	 Hacimsel Aydýnlatma
$Settings_VolumetricLighting Desc	Sets the quality of volumetric lighting.	 Hacimsel aydýnlatmanýn kalitesini ayarlar.
$Settings_VsyncEnabled	VSync	 VSync
$Settings_VsyncEnabled Desc	When enabled, the game will cap the framerate to monitor refresh rate, preventing screen tearing.	 Etkinleþtirildiðinde oyun, yenileme hýzýný izlemek için kare hýzýný sýnýrlayarak ekranýn yýrtýlmasýný önler.
$SETTLED SYSTEMS - FREESTAR COLLECTIVE SPACE	SETTLED SYSTEMS - FREESTAR COLLECTIVE SPACE	 YERLEÞÝK SÝSTEMLER - FREESTAR TOPLU ALAN
$SETTLEMENTS	SETTLEMENTS	 YERLEÞMELER
$SetToSurvivalConfirmMessage	"Survival adds additional challenges including no fast travel, saving only when you sleep, increased lethality, sickness, fatigue & more. See the ""Survival"" entry in Help for details."	" Hayatta kalma, hýzlý seyahat etmeme, yalnýzca uyurken tasarruf etme, artan ölümcüllük, hastalýk, yorgunluk ve daha fazlasýný içeren ek zorluklar ekler. Ayrýntýlar için Yardým'daki ""Hayatta Kalma"" giriþine bakýn."
$SEX	SEX	 SEKS
$SEXID	Sex Id	 Seks Kimliði
$Shadow Distance	Shadow Distance	 Gölge Mesafesi
$SHD	SHD	 SHD
$SHE_HER	SHE/HER	 O/O
$SHIELD	SHIELD	 KALKAN
$SHIELD DAMAGE	SHIELD DMG	 KALKAN HASARI
$SHIELD OFFLINE	SHIELD OFFLINE	 SHIELD ÇEVRÝMDIÞI
$shieldedcapacity	SHIELDED CAPACITY:	 KORUNMALI KAPASÝTE:
